TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
103,A69-1105-103,2016-05-31 20:34:58,996.86,1008.63,1.364,51.097688,5.110028,9,4.4,,,1.3644,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:35:34,983.53,1010.41,2.274,51.097704,5.109838,15,4.2,,,2.2740,,S12 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:36:08,970.56,1016.58,1.364,51.097759,5.109653,14,4.2,,,1.3644,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:36:39,957.12,1021.80,1.592,51.097806,5.109461,15,4.2,,,1.5918,,S13 S14 S15 S16 S17 S18 S18-2 S8,S15 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:37:28,959.37,1026.25,2.198,51.097846,5.109493,12,4.2,,,2.1982,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:37:58,972.56,1016.48,1.668,51.097758,5.109681,14,4.2,,,1.6676,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:38:44,990.60,1003.56,1.516,51.097642,5.109939,11,4.4,,,1.5160,,S12 S13 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:39:09,991.54,991.08,1.516,51.097530,5.109952,3,6.0,,,1.5160,,S15 S16 S18 S18-2,S15 S16 S18 S18-2
103,A69-1105-103,2016-05-31 20:39:37,996.08,980.68,0.985,51.097436,5.110017,8,4.4,,,0.9854,,S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8,S15 S16 S18 S18-2 S7 S8
103,A69-1105-103,2016-05-31 20:40:13,1006.53,971.22,2.729,51.097351,5.110166,3,4.8,,,2.7288,,S12 S14 S16 S18-2 S8,S12 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-31 20:40:47,995.85,966.49,3.866,51.097309,5.110014,9,4.3,,,3.8658,,S12 S13 S14 S16 S17 S18-2 S7 S8 S9,S13 S16 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-31 20:42:03,985.21,993.39,1.213,51.097551,5.109862,13,4.3,,,1.2128,,S13 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:42:29,973.53,994.65,1.668,51.097562,5.109695,9,4.3,,,1.6676,,S10 S12 S13 S14 S16 S17 S18 S18-2 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:42:59,971.10,992.41,1.137,51.097542,5.109660,9,4.2,,,1.1370,,S10 S13 S14 S15 S16 S17 S18-2 S7 S8 S9,S10 S14 S15 S16 S18-2 S8
103,A69-1105-103,2016-05-31 20:43:21,974.26,982.06,2.350,51.097449,5.109706,7,4.7,,,2.3498,,S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:43:44,966.26,982.61,1.516,51.097454,5.109591,14,4.3,,,1.5160,,S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:44:08,958.62,985.63,0.985,51.097481,5.109482,15,4.3,,,0.9854,,S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:44:36,960.86,980.76,1.364,51.097437,5.109514,17,4.4,,,1.3644,,S15 S16 S17 S18 S18-2 S8,S15 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:45:09,973.86,987.72,1.213,51.097500,5.109700,10,4.3,,,1.2128,,S10 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S10 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:45:37,989.80,982.50,0.910,51.097453,5.109927,11,5.3,,,0.9096,,S14 S16 S17 S18 S18-2 S8,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:46:48,1013.81,979.30,1.213,51.097424,5.110270,7,4.3,,,1.2128,,S12 S13 S14 S15 S16 S17 S18-2 S8,S13 S14 S15 S16 S18-2 S8
103,A69-1105-103,2016-05-31 20:47:19,1023.66,975.12,1.061,51.097386,5.110411,7,4.9,,,1.0612,,S12 S14 S15 S16 S17 S18 S18-2 S8,S12 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:48:14,1048.14,973.48,2.577,51.097372,5.110760,8,4.4,,,2.5772,,S12 S13 S14 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-05-31 20:48:37,1059.73,975.75,2.350,51.097392,5.110926,11,4.6,,,2.3498,,S12 S13 S14 S16 S18-2 S8,S12 S13 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-31 20:48:59,1059.75,967.90,1.440,51.097321,5.110926,9,4.4,,,1.4402,,S13 S14 S17 S18-2 S7 S8 S9,S13 S14 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-31 20:49:23,1063.19,970.17,1.743,51.097342,5.110975,7,4.6,,,1.7434,,S12 S13 S14 S17 S18 S18-2 S7 S8 S9,S12 S13 S18-2 S7 S8 S9
103,A69-1105-103,2016-05-31 20:50:22,1081.69,965.80,2.880,51.097303,5.111239,11,5.2,,,2.8804,,S10 S13 S14 S16 S17 S18 S18-2 S8 S9,S10 S13 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 20:50:49,1094.46,965.90,1.743,51.097303,5.111422,4,9.3,,,1.7434,,S10 S12 S13 S14 S16 S7 S9,S10 S12 S13 S16 S7 S9
103,A69-1105-103,2016-05-31 20:51:21,1093.76,972.90,1.819,51.097366,5.111412,8,5.5,,,1.8192,,S12 S13 S14 S17 S18-2 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-05-31 20:51:48,1082.20,976.69,3.032,51.097400,5.111246,8,5.4,,,3.0320,,S12 S14 S16 S17 S18 S18-2 S8,S12 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:52:20,1078.33,993.29,1.061,51.097550,5.111191,7,5.5,,,1.0612,,S12 S14 S15 S16 S17 S18 S18-2 S8,S12 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 20:52:46,1083.16,1004.67,0.455,51.097652,5.111260,15,4.9,,,0.4548,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-31 20:54:08,1067.34,985.27,2.956,51.097478,5.111034,10,4.6,,,2.9562,,S12 S13 S14 S17 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-05-31 20:54:40,1082.85,979.06,2.047,51.097422,5.111256,8,5.0,,,2.0466,,S12 S13 S14 S7 S8 S9,S12 S13 S14 S7 S8 S9
103,A69-1105-103,2016-05-31 20:55:36,1102.54,977.83,1.440,51.097411,5.111537,11,6.7,,,1.4402,,S13 S14 S17 S18-2 S8 S9,S13 S14 S17 S18-2 S8 S9
103,A69-1105-103,2016-05-31 20:56:24,1106.66,961.36,2.805,51.097263,5.111596,9,6.1,,,2.8046,,S12 S14 S15 S16 S17 S18-2 S8,S12 S14 S15 S16 S18-2 S8
103,A69-1105-103,2016-05-31 20:58:01,1122.70,953.76,2.577,51.097194,5.111825,11,6.6,,,2.5772,,S10 S12 S14 S16 S17 S18-2 S8,S10 S12 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-31 20:58:30,1129.29,948.46,1.895,51.097147,5.111919,3,8.5,,,1.8950,,S10 S12 S13 S14 S7,S10 S12 S14 S7
103,A69-1105-103,2016-05-31 21:00:06,1176.49,938.18,0.379,51.097054,5.112592,5,18.7,,,0.3790,,S12 S13 S14 S17 S18 S18-2 S7 S8 S9,S12 S14 S7 S8 S9
103,A69-1105-103,2016-05-31 21:00:41,1186.17,920.29,3.638,51.096893,5.112731,2,75.5,,,3.6384,,S10 S12 S13 S14 S16 S18 S18-2 S7 S8 S9,S10 S12 S7 S8
103,A69-1105-103,2016-05-31 21:01:15,1184.50,902.29,0.531,51.096732,5.112707,2,117.2,,,0.5306,,S10 S12 S13 S7 S8 S9,S10 S12 S7 S8
103,A69-1105-103,2016-05-31 21:03:25,1133.92,877.80,0.985,51.096512,5.111985,2,90.2,,,0.9854,,S10 S12 S13 S7 S8 S9,S12 S13 S7 S9
103,A69-1105-103,2016-05-31 21:04:38,1182.71,858.83,1.364,51.096341,5.112681,2,120.8,,,1.3644,,S12 S14 S18 S8,S12 S14 S18 S8
103,A69-1105-103,2016-05-31 21:18:30,1282.68,931.14,0.910,51.096991,5.114108,3,51.4,,,0.9096,,S10 S12 S13 S14 S16 S18 S18-2 S8,S10 S12 S14 S16 S8
103,A69-1105-103,2016-05-31 21:19:06,1315.91,940.77,3.108,51.097078,5.114583,2,144.0,,,3.1078,,S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S12 S14 S7 S8
103,A69-1105-103,2016-05-31 21:19:41,1319.62,954.58,2.729,51.097202,5.114636,4,92.2,,,2.7288,,S12 S14 S16 S18 S18-2 S7 S8 S9,S12 S14 S16 S7 S8
103,A69-1105-103,2016-05-31 21:20:13,1299.75,954.90,1.819,51.097205,5.114352,5,65.5,,,1.8192,,S12 S14 S16 S17 S18 S18-2 S7 S8 S9,S12 S14 S16 S7 S8 S9
103,A69-1105-103,2016-05-31 21:20:40,1043.52,927.46,1.516,51.096958,5.110694,13,4.3,,,1.5160,,S12 S13 S14 S16 S18 S18-2 S8,S12 S13 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-31 21:21:13,1248.19,955.08,1.137,51.097206,5.113616,4,45.7,,,1.1370,,S12 S14 S17 S18 S18-2 S8,S12 S14 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:21:40,1258.94,957.53,2.047,51.097228,5.113769,6,35.2,,,2.0466,,S10 S12 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S12 S14 S7 S8
103,A69-1105-103,2016-05-31 21:22:43,1212.29,956.09,2.805,51.097215,5.113104,1,47.2,,,2.8046,,S14 S7 S8,S14 S7 S8
103,A69-1105-103,2016-05-31 21:23:20,1194.57,960.37,3.790,51.097254,5.112851,1,21.6,,,3.7900,,S12 S14 S16 S9,S12 S14 S16
103,A69-1105-103,2016-05-31 21:23:55,1159.30,964.50,0.910,51.097291,5.112347,2,21.0,,,0.9096,,S12 S13 S16 S18-2,S12 S13 S16 S18-2
103,A69-1105-103,2016-05-31 21:25:29,1120.23,967.68,1.743,51.097319,5.111789,5,21.1,,,1.7434,,S10 S12 S13 S14 S15 S16 S7 S9,S10 S12 S13 S16 S7 S9
103,A69-1105-103,2016-05-31 21:26:27,1116.68,980.97,1.743,51.097439,5.111739,7,10.8,,,1.7434,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S10 S12 S13 S16 S8 S9
103,A69-1105-103,2016-05-31 21:26:59,1098.58,980.90,1.971,51.097438,5.111480,6,5.7,,,1.9708,,S12 S13 S14 S16 S8,S12 S13 S14 S16 S8
103,A69-1105-103,2016-05-31 21:27:24,1089.52,993.20,1.971,51.097549,5.111351,8,6.2,,,1.9708,,S10 S12 S13 S14 S16 S18 S18-2 S7 S8 S9,S10 S12 S13 S7 S8 S9
103,A69-1105-103,2016-05-31 21:27:53,1085.98,1003.42,3.563,51.097641,5.111300,13,5.1,,,3.5626,,S12 S13 S14 S15 S16 S17 S18 S18-2 S8,S12 S13 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-31 21:28:29,1074.38,1011.86,3.563,51.097717,5.111135,15,4.8,,,3.5626,,S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S13 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:29:36,1060.78,1014.55,3.638,51.097741,5.110941,15,4.6,,,3.6384,,S10 S12 S13 S14 S17 S18 S18-2 S8 S9,S10 S13 S14 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:30:04,1049.13,1007.67,2.122,51.097679,5.110774,15,4.4,,,2.1224,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-31 21:30:37,1038.54,1003.81,3.714,51.097644,5.110623,10,4.5,,,3.7142,,S13 S14 S15 S16 S17 S18 S18-2 S8,S13 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:31:07,1029.29,1009.71,1.971,51.097697,5.110491,12,4.5,,,1.9708,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:31:29,1018.19,1012.34,1.364,51.097721,5.110333,10,5.1,,,1.3644,,S12 S13 S14 S15 S16 S17 S18 S18-2 S8,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:31:51,1009.43,1008.05,2.122,51.097682,5.110208,12,4.3,,,2.1224,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:32:14,1010.83,1000.93,3.638,51.097618,5.110228,13,4.3,,,3.6384,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:32:39,1016.08,1011.50,1.440,51.097713,5.110303,12,4.4,,,1.4402,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:33:07,1009.42,1025.54,1.819,51.097840,5.110207,8,4.5,,,1.8192,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:34:16,1008.23,1047.75,1.895,51.098039,5.110190,5,4.8,,,1.8950,,S10 S14 S15 S17 S18 S18-2 S8 S9,S10 S14 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:34:46,997.58,1051.23,1.516,51.098070,5.110039,6,4.7,,,1.5160,,S10 S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:36:35,979.00,1035.80,3.411,51.097932,5.109773,10,4.2,,,3.4110,,S10 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:37:10,985.90,1023.70,2.198,51.097823,5.109872,3,4.8,,,2.1982,,S15 S16 S17 S18,S15 S16 S17 S18
103,A69-1105-103,2016-05-31 21:37:42,975.94,1015.04,1.819,51.097745,5.109730,10,4.4,,,1.8192,,S10 S12 S13 S15 S18 S7,S10 S12 S13 S15 S18 S7
103,A69-1105-103,2016-05-31 21:38:08,980.38,1005.78,3.638,51.097662,5.109793,15,4.2,,,3.6384,,S12 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:38:41,976.59,1005.66,3.259,51.097661,5.109739,13,4.2,,,3.2594,,S10 S12 S13 S14 S15 S16 S17 S18 S7 S8 S9,S10 S14 S15 S16 S18 S8
103,A69-1105-103,2016-05-31 21:39:06,978.00,1015.85,2.426,51.097752,5.109759,11,4.2,,,2.4256,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:39:38,994.97,1014.72,2.047,51.097742,5.110001,8,4.3,,,2.0466,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:40:02,1005.79,1009.68,3.335,51.097697,5.110156,12,4.7,,,3.3352,,S12 S13 S14 S15 S16 S17 S18 S18-2 S8,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:40:29,1009.78,998.96,2.198,51.097601,5.110213,13,4.3,,,2.1982,,S10 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:41:01,1024.55,1002.20,1.743,51.097630,5.110423,14,4.4,,,1.7434,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:41:28,1029.87,1008.91,1.137,51.097690,5.110499,6,6.0,,,1.1370,,S12 S14 S15 S16 S17 S18 S18-2 S8,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:42:00,1037.31,1001.02,3.335,51.097619,5.110606,8,4.9,,,3.3352,,S12 S14 S15 S16 S17 S18 S18-2 S7 S8,S14 S16 S18 S18-2 S7 S8
103,A69-1105-103,2016-05-31 21:43:02,1040.81,1003.29,2.577,51.097640,5.110656,14,4.6,,,2.5772,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S13 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:43:31,1052.40,1000.55,1.364,51.097615,5.110821,16,4.4,,,1.3644,,S10 S12 S13 S14 S16 S18 S18-2 S7 S8 S9,S10 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-31 21:43:53,1061.72,995.41,1.364,51.097569,5.110954,13,4.7,,,1.3644,,S12 S13 S14 S16 S18-2 S8,S12 S13 S14 S16 S18-2 S8
103,A69-1105-103,2016-05-31 21:44:15,1069.13,991.48,1.440,51.097533,5.111060,7,5.3,,,1.4402,,S12 S14 S15 S16 S18 S18-2 S8,S12 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:44:38,1066.72,983.84,3.487,51.097465,5.111025,11,5.0,,,3.4868,,S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S12 S13 S16 S7 S8 S9
103,A69-1105-103,2016-05-31 21:45:03,1056.85,990.55,2.350,51.097525,5.110885,16,4.4,,,2.3498,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-31 21:45:31,1043.05,993.64,3.108,51.097553,5.110688,13,4.5,,,3.1078,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S13 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:46:05,1038.38,1008.64,3.487,51.097688,5.110621,18,4.4,,,3.4868,,S10 S13 S14 S15 S16 S17 S18 S18-2 S9,S10 S13 S14 S16 S18-2 S9
103,A69-1105-103,2016-05-31 21:46:36,1029.38,1019.48,3.563,51.097785,5.110492,9,5.7,,,3.5626,,S12 S14 S15 S16 S17 S18 S18-2 S8,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:47:25,1018.09,1024.76,1.592,51.097833,5.110331,1,15.1,,,1.5918,,S15 S16 S18,S15 S16 S18
103,A69-1105-103,2016-05-31 21:48:16,1047.00,1033.01,2.653,51.097907,5.110744,13,5.0,,,2.6530,,S10 S12 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:48:39,1054.75,1034.05,2.047,51.097916,5.110855,13,4.7,,,2.0466,,S10 S13 S14 S16 S17 S18 S18-2 S7 S8 S9,S13 S14 S16 S18-2 S8 S9
103,A69-1105-103,2016-05-31 21:49:02,1046.42,1033.25,3.411,51.097909,5.110736,13,4.6,,,3.4110,,S10 S13 S14 S15 S16 S17 S18 S8 S9,S10 S13 S14 S16 S8 S9
103,A69-1105-103,2016-05-31 21:49:52,1019.72,1024.22,1.516,51.097828,5.110355,8,4.7,,,1.5160,,S10 S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S10 S14 S16 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:50:23,1009.64,1036.15,2.047,51.097935,5.110211,8,4.7,,,2.0466,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:50:47,996.63,1043.36,1.895,51.098000,5.110025,7,4.4,,,1.8950,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:51:14,995.08,1052.48,3.487,51.098082,5.110003,6,4.7,,,3.4868,,S10 S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:51:46,984.29,1055.15,3.335,51.098106,5.109849,12,4.3,,,3.3352,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:52:13,977.49,1058.79,3.108,51.098138,5.109752,6,4.5,,,3.1078,,S10 S13 S15 S17 S18 S18-2 S7 S8 S9,S10 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:52:45,969.85,1063.20,1.971,51.098178,5.109643,13,4.3,,,1.9708,,S10 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:53:12,964.29,1064.15,1.743,51.098187,5.109563,10,4.3,,,1.7434,,S10 S12 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:53:43,954.05,1065.67,2.653,51.098200,5.109417,9,4.4,,,2.6530,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:54:36,941.68,1059.64,4.169,51.098146,5.109240,11,4.5,,,4.1690,,S10 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:55:11,938.35,1052.08,4.245,51.098078,5.109193,9,4.5,,,4.2448,,S10 S14 S15 S17 S18 S18-2 S7 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:55:44,950.35,1057.44,3.942,51.098126,5.109364,8,4.4,,,3.9416,,S10 S14 S15 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:56:13,941.00,1056.76,3.942,51.098120,5.109231,8,4.6,,,3.9416,,S10 S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:56:48,942.10,1057.15,3.942,51.098124,5.109246,9,4.5,,,3.9416,,S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:57:19,938.98,1062.71,3.108,51.098174,5.109202,10,4.7,,,3.1078,,S10 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:57:44,942.26,1067.36,3.411,51.098215,5.109249,7,4.9,,,3.4110,,S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:58:12,943.74,1070.48,2.426,51.098243,5.109270,6,5.3,,,2.4256,,S10 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:58:48,948.28,1069.74,2.653,51.098237,5.109335,5,5.3,,,2.6530,,S12 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:59:22,960.59,1063.02,2.501,51.098176,5.109510,10,4.3,,,2.5014,,S12 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 21:59:52,968.95,1060.93,2.653,51.098158,5.109630,11,4.2,,,2.6530,,S10 S14 S15 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:00:16,975.05,1060.55,1.971,51.098154,5.109717,13,4.3,,,1.9708,,S12 S13 S14 S15 S16 S17 S18 S18-2 S8,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:00:42,978.59,1055.91,3.866,51.098113,5.109767,14,4.2,,,3.8658,,S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:01:11,974.86,1047.61,1.743,51.098038,5.109714,13,4.2,,,1.7434,,S10 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:01:48,974.63,1038.01,3.714,51.097952,5.109711,12,4.2,,,3.7142,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:02:25,962.88,1036.01,3.335,51.097934,5.109543,13,4.2,,,3.3352,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:03:01,957.79,1033.32,3.335,51.097910,5.109470,10,4.2,,,3.3352,,S14 S15 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:03:36,958.05,1033.09,3.335,51.097907,5.109474,10,4.2,,,3.3352,,S12 S14 S15 S17 S18 S18-2 S7 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:04:36,957.71,1033.34,3.335,51.097910,5.109469,10,4.2,,,3.3352,,S14 S15 S17 S18 S18-2 S7 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:05:42,958.08,1033.24,3.335,51.097909,5.109475,10,4.2,,,3.3352,,S14 S15 S16 S17 S18 S18-2 S7 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:06:07,957.92,1033.21,3.335,51.097909,5.109472,10,4.2,,,3.3352,,S14 S15 S17 S18 S18-2 S7 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:06:36,957.49,1033.69,3.335,51.097913,5.109466,10,4.2,,,3.3352,,S14 S15 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:07:13,957.72,1033.37,3.335,51.097910,5.109469,10,4.2,,,3.3352,,S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:07:49,957.98,1033.04,3.335,51.097907,5.109473,10,4.2,,,3.3352,,S10 S14 S15 S16 S17 S18 S18-2 S8,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:08:23,957.06,1038.42,3.108,51.097955,5.109460,10,4.2,,,3.1078,,S10 S13 S14 S15 S16 S17 S18 S18-2 S8 S9,S14 S15 S17 S18 S18-2 S8
103,A69-1105-103,2016-05-31 22:08:55,969.76,1050.71,1.440,51.098066,5.109641,13,4.2,,,1.4402,,S10 S12 S13 S14 S15 S16 S17 S18 S18-2 S7 S8 S9,S14 S16 S17 S18 S18-2 S8
