"","x","y","top","sd_x","sd_y","pas_nr","synced_time"
"1184",339.324277045616,14.0953780146027,6489944.36145036,14.2618545694742,3.38709730399102,1363,"2016-04-22 20:21:07.508730"
"1185",322.503687633754,16.8249491056168,6489975.54450152,12.3181974726543,3.06000930376912,1363,"2016-04-22 20:21:38.668800"
"1186",304.729438712343,21.1011461538072,6490000.89551103,13.5691696370473,3.0576609476834,1363,"2016-04-22 20:22:04.019830"
"1187",297.384101912055,30.5458249037005,6490029.96102495,16.9674560343595,6.28989858628232,1363,"2016-04-22 20:22:33.090974"
"1188",258.597730017025,43.9698555510462,6490103.88163924,19.6554712191048,7.68938678586303,1363,"2016-04-22 20:23:47.029291"
"1189",242.940624082954,66.496441885371,6490140.25931304,18.8663007501838,5.67307498212387,1363,"2016-04-22 20:24:23.394080"
"1190",233.209156188397,86.06885573578,6490175.19581538,15.1415976925933,2.82869878779428,1363,"2016-04-22 20:24:58.308643"
"1191",227.202737254028,90.2432152283714,6490207.99967999,12.7006585093976,3.06626583564042,1363,"2016-04-22 20:25:31.112548"
"1192",216.876415626281,95.6479279908293,6490236.59328377,3.85203813217658,1.30491757813211,1363,"2016-04-22 20:25:59.685513"
"1193",181.895961210501,93.8741683470754,6490308.50832139,2.14071605872522,0.716316628717767,1363,"2016-04-22 20:27:11.548376"
"1194",188.197572716731,96.6684209133137,6490341.96253384,14.0315087583318,4.40069414649575,1363,"2016-04-22 20:27:45.085373"
"1195",197.726693414673,94.2719396953399,6490396.03753977,4.31215193226578,1.32783139412428,1363,"2016-04-22 20:28:39.085180"
"1196",214.794198933816,101.108020958006,6490420.47843932,12.8435249396165,6.59871455351632,1363,"2016-04-22 20:29:03.590499"
"1197",231.298298473196,99.1150057448965,6490448.40650161,14.8033704594611,12.6066600736501,1363,"2016-04-22 20:29:31.537364"
"1198",251.742193375544,96.6462133930703,6490483.00118827,8.44905361511535,1.66852972944465,1363,"2016-04-22 20:30:06.080686"
"1199",264.58180042183,85.4148702728825,6490542.44486483,17.2794076099566,1.62674033245308,1363,"2016-04-22 20:31:05.530784"
"1200",276.654553380131,81.2317503226969,6490575.7891186,21.0300214437233,2.91749071562166,1363,"2016-04-22 20:31:38.905086"
"1201",288.037367705851,75.3359467598373,6490604.36226938,23.2373673229311,14.1929573967416,1363,"2016-04-22 20:32:07.534582"
"1202",302.217654374179,67.9912381765623,6490639.95702897,23.9435233899263,15.4838917474018,1363,"2016-04-22 20:32:43.122367"
"1203",315.836317705263,60.9373887788628,6490674.14226876,22.6487677657565,8.09503607688442,1363,"2016-04-22 20:33:17.293239"
"1204",339.581836605874,48.0035775059406,6490730.31014122,17.8549513639572,1.76224634910974,1363,"2016-04-22 20:34:13.461042"
"1205",349.164445827627,33.5736905944322,6490759.25548027,18.2675650493204,2.78449378711517,1363,"2016-04-22 20:34:42.410691"
"1206",359.9057743485,21.7059288382267,6490795.62610894,15.4981828470665,3.32507924282375,1363,"2016-04-22 20:35:18.775029"
"1207",389.68929567725,16.0061932595028,6490864.66766996,24.911617873607,13.6957435431174,1363,"2016-04-22 20:36:27.849105"
"1208",402.019762705153,21.5840788949305,6490893.881321,26.4092405460489,17.1664481447085,1363,"2016-04-22 20:36:57.071653"
"1209",429.266596137524,33.9063104357929,6490958.4141442,26.1559339818073,9.73174896371245,1363,"2016-04-22 20:38:01.649414"
"1210",439.903846851534,18.2257328964199,6491001.32673766,24.9844589580973,4.15952688727476,1363,"2016-04-22 20:38:44.529932"
"1211",445.338684439937,22.0735697953195,6491023.08010757,27.1789137289362,13.3469908315261,1363,"2016-04-22 20:39:06.311475"
"1212",456.586246113449,30.0361427340221,6491068.09621269,29.988356533091,14.9449641117489,1363,"2016-04-22 20:39:51.388104"
"1213",460.092387345021,25.5607287311376,6491092.64242709,31.4309394711013,19.1947839997697,1363,"2016-04-22 20:40:15.937180"
"1214",468.489976993407,14.8472299270133,6491151.3943568,33.1299725057538,22.0155974286404,1363,"2016-04-22 20:41:14.678279"
"1215",481.22972351706,-1.38911083872218,6491240.41322274,31.4420796352526,6.31275220804904,1363,"2016-04-22 20:42:43.646625"
